side,entry,stop,target,rsi_d1,rsi_h4,volume_ratio,pattern,ticker,class_code,timestamp
buy,4898.0,4800.04,5093.92,49.59,43.95,3.03,hammer,SOZ5,SPBFUT,2025-11-08 10:00:53
