seed,return_pct,cagr_pct,sharpe,max_dd_pct,pct_profitable_missed_to_margin,avg_margin_util_pct,risk_per_trade,margin_cap,block
28,2.7363051741609246,1.1437533357769203,0.2083069904723832,59.74627587235838,73.5657546337158,67.24471703136086,0.01,0.8,in_sample
29,23.478845894790744,9.291437876669706,0.34807984429624084,62.197573733246756,73.30097087378641,67.24969315369256,0.01,0.8,in_sample
0,64.32779129859586,85.73876666463376,1.1236163995880604,29.868215649805936,82.28882833787466,69.70094831664716,0.01,0.8,validation
1,170.55029338516877,245.80778200576526,1.890025114298804,34.30654562908919,81.06267029972753,69.6771298185692,0.01,0.8,validation
2,96.62362104369046,132.2963803877518,1.5275433294061243,34.28328593264279,80.92643051771117,69.20038339461176,0.01,0.8,validation
3,91.67157712413314,125.02604367198047,1.3310733775324495,42.45301662393154,81.74386920980926,70.0416332473107,0.01,0.8,validation
4,7.488640731393126,9.419864898345187,0.35694419175985825,34.10548423448075,83.37874659400545,69.55387197065855,0.01,0.8,validation
5,6.580615898750919,8.26879844022448,0.34832257348996154,41.86363163816185,82.35694822888283,69.69688545232516,0.01,0.8,validation
6,18.69591294159647,23.819960020004505,0.5393894510064097,43.77635807546525,82.69754768392372,69.93683531691333,0.01,0.8,validation
7,6.071841069346684,7.624900072706375,0.333560741950019,46.31456642784905,82.83378746594006,69.79454860714627,0.01,0.8,validation
8,3.749368901521355,4.695320715744411,0.3051489759714248,42.97432350165335,82.83378746594006,69.69202555563002,0.01,0.8,validation
9,89.05497358253993,121.2030685017539,1.3690986248751496,35.87389576560096,81.47138964577657,69.41267389016411,0.01,0.8,validation
10,82.54275698497118,111.74527474123809,1.3116276634431934,36.07380358153689,81.19891008174388,69.41856925159452,0.01,0.8,validation
11,28.58781319958257,36.81290600146312,0.690271867046091,40.46785160967513,82.83378746594006,69.54356525978629,0.01,0.8,validation
12,126.32181768643989,176.81993204562508,1.6664855467509472,34.5667855341414,81.33514986376021,69.55656239367467,0.01,0.8,validation
13,52.945995015026526,69.84110769105705,1.0427894670044384,32.994052338691965,81.94822888283379,69.49221252337597,0.01,0.8,validation
14,45.58227593159601,59.70883671167331,0.9209881831194855,28.887316695898956,82.28882833787466,69.14972771246582,0.01,0.8,validation
15,28.61020004117092,36.84259885999535,0.7123796237883551,38.12238523156941,82.62942779291554,69.6997593563659,0.01,0.8,validation
16,78.88575812251935,106.47034049984217,1.207984276022846,36.16989683392781,83.03814713896458,70.00182428664925,0.01,0.8,validation
17,-23.904628438543398,-28.8618243998214,-0.28757274149893036,47.575272339621236,83.71934604904632,69.66298963777867,0.01,0.8,validation
18,106.87516312048113,147.49016148514505,1.5403410393846373,34.636602800283505,81.6757493188011,69.3513541313572,0.01,0.8,validation
19,68.26899484428002,91.30828592053123,1.1959307173408824,33.85142246547691,82.22070844686648,69.5252665952662,0.01,0.8,validation
20,32.39514956178442,41.880969537324056,0.7584418586677464,37.72555979723977,82.49318801089919,69.46085753234604,0.01,0.8,validation
21,96.0094282332015,131.39217589345373,1.6111251512418354,28.236331048313403,81.88010899182562,69.61893758710758,0.01,0.8,validation
22,66.49126425679998,88.79205409924171,1.1932096727827548,28.61780836917001,82.56130790190736,69.59957576344313,0.01,0.8,validation
23,30.3840708234401,39.19941581477073,0.7184915790258377,35.67524240781581,83.58310626702998,69.7336536340416,0.01,0.8,validation
