day_idx,day_frac,date,equity,n_overnight,total_uncovered,fee,rate,is_disprop,avg_risk_rub,pct_futures,risk_per_trade,block,risk_rub_bin
477,0.5489067894131185,2024-01-23 00:00:00+00:00,12451.13669781454,7,11290.396851004034,40.0,0.0035428338372749824,True,61.63853392893451,28.57142857142857,0.005,in_sample,<1000
478,0.5500575373993095,2024-01-24 00:00:00+00:00,12530.512200769468,7,28357.50093512423,40.0,0.0014105615333139287,False,61.523984441601314,28.57142857142857,0.005,in_sample,<1000
479,0.5512082853855006,2024-01-25 00:00:00+00:00,12217.103376394845,6,28258.031170297767,40.0,0.0014155267845427357,False,62.09388384981992,16.666666666666664,0.005,in_sample,<1000
480,0.5523590333716916,2024-01-26 00:00:00+00:00,12953.011652052148,5,5682.079762345981,40.0,0.007039675906183523,True,61.827640871211415,40.0,0.005,in_sample,<1000
481,0.5535097813578826,2024-01-27 00:00:00+00:00,12913.011652052148,6,5682.079762345981,40.0,0.007039675906183523,True,62.31721043605297,33.33333333333333,0.005,in_sample,<1000
482,0.5546605293440736,2024-01-28 00:00:00+00:00,12873.011652052148,6,5682.079762345981,40.0,0.007039675906183523,True,62.31721043605297,33.33333333333333,0.005,in_sample,<1000
483,0.5558112773302647,2024-01-29 00:00:00+00:00,12739.581305689844,6,13938.17618819969,40.0,0.002869815925692252,True,63.49462247286623,16.666666666666664,0.005,in_sample,<1000
484,0.5569620253164557,2024-01-30 00:00:00+00:00,12758.397925392936,6,20841.551575559075,40.0,0.001919242905451822,True,63.841188903808266,0.0,0.005,in_sample,<1000
485,0.5581127733026467,2024-01-31 00:00:00+00:00,12984.86091561544,8,34245.198056078516,40.0,0.0011680469750677937,False,64.0902097084564,0.0,0.005,in_sample,<1000
486,0.5592635212888377,2024-02-01 00:00:00+00:00,13173.67793395569,7,11565.659686898836,40.0,0.0034585143504879848,True,64.91154041829797,42.857142857142854,0.005,in_sample,<1000
487,0.5604142692750288,2024-02-02 00:00:00+00:00,13117.796222430314,8,1620.0307603910933,0.0,0.0,False,65.12811164405095,62.5,0.005,in_sample,<1000
488,0.5615650172612198,2024-02-03 00:00:00+00:00,13117.796222430314,8,1620.0307603910933,0.0,0.0,False,65.12811164405095,62.5,0.005,in_sample,<1000
489,0.5627157652474108,2024-02-04 00:00:00+00:00,13117.796222430314,8,1620.0307603910933,0.0,0.0,False,65.12811164405095,62.5,0.005,in_sample,<1000
490,0.5638665132336018,2024-02-05 00:00:00+00:00,13152.108249022544,9,10743.327167317313,40.0,0.0037232413550325016,True,65.75985353043227,44.44444444444444,0.005,in_sample,<1000
491,0.5650172612197929,2024-02-06 00:00:00+00:00,13143.610434877932,8,10426.770954427024,40.0,0.00383627876500123,True,65.75400702711946,37.5,0.005,in_sample,<1000
493,0.567318757192175,2024-02-08 00:00:00+00:00,13410.92759435877,9,11997.582910963189,40.0,0.003334004882220791,True,66.93204507545046,44.44444444444444,0.005,in_sample,<1000
494,0.5684695051783659,2024-02-09 00:00:00+00:00,13293.283597757621,9,12177.74618527902,40.0,0.003284680054208529,True,66.38463173753665,44.44444444444444,0.005,in_sample,<1000
495,0.569620253164557,2024-02-10 00:00:00+00:00,13253.283597757621,9,12217.74618527902,40.0,0.003273926253943252,True,66.38463173753665,44.44444444444444,0.005,in_sample,<1000
496,0.570771001150748,2024-02-11 00:00:00+00:00,13213.283597757621,9,12257.74618527902,40.0,0.0032632426381970715,True,66.38463173753665,44.44444444444444,0.005,in_sample,<1000
497,0.571921749136939,2024-02-12 00:00:00+00:00,13418.983288492584,10,20475.76932171557,40.0,0.001953528552286337,True,66.51550938334108,30.0,0.005,in_sample,<1000
498,0.57307249712313,2024-02-13 00:00:00+00:00,13879.319875390258,10,14304.878502941356,40.0,0.0027962488455791665,True,67.4534974478951,40.0,0.005,in_sample,<1000
499,0.5742232451093211,2024-02-14 00:00:00+00:00,13764.1277094234,9,14420.070668908214,40.0,0.0027739115097574285,True,67.2153750113333,33.33333333333333,0.005,in_sample,<1000
